instance,seed,base_p,n,B,G,rate_mode,utility_mode,replicate,p,u,V_star,V_laminar,V_greedy_laminar,V_rollout_laminar,V_static_binary,ratio_laminar_opt,ratio_greedy_laminar,ratio_static_opt,ratio_greedy_static,ratio_rollout_greedy,full_seconds,laminar_seconds,libraries_total,libraries_checked,best_library,practical_library
57,22055230,0.05,5,2,2,beta_bimodal,log_uniform,0,"[0.003215766277734941, 0.23071941791901615, 0.003713145579950026, 0.011970349154089776, 0.0003813210692090102]","[0.4252806650224985, 1.1131597957690198, 0.20687526126174524, 2.7763303764491583, 0.4783539014975796]",4.394274512304545,4.3941848855328125,4.27602264818127,4.27602264818127,4.394184885532812,0.9999796037385736,0.9731094069936442,0.9999796037385734,0.9731094069936445,1.0,0.0015395410009659827,0.0029856250039301813,15,15,"[1, 2, 4, 8, 16, 3, 24]","[1, 2, 4, 8, 10, 16, 17]"
58,22055231,0.05,5,2,2,beta_bimodal,log_uniform,1,"[0.011907094102639097, 0.0020044905821029017, 0.2318987202479181, 2.8814899659203193e-05, 0.004160880167680728]","[1.470721921562899, 0.3091933226409021, 0.9907715995660601, 1.2359422014873946, 0.9933709547427447]",4.200359283465205,4.192039715488437,4.192039715488437,4.192039715488437,4.192039715488439,0.9980193199163895,1.0,0.9980193199163899,0.9999999999999996,1.0,0.001542957965284586,0.0034940000041387975,15,15,"[1, 2, 4, 8, 16, 9, 20]","[1, 2, 4, 8, 9, 16, 20]"
59,22055232,0.05,5,2,2,beta_bimodal,log_uniform,2,"[0.0019462976690368503, 0.09252856681319348, 0.034625318457377194, 0.12089968794585312, 1.2911453942940883e-07]","[2.721822837771345, 0.8049211643860681, 0.8693803682720794, 0.35306250769979614, 0.25081312187071103]",4.493979480767997,4.477309997251044,4.444300869510164,4.444300869510164,4.433621709113822,0.9962907076927499,0.9926274643120204,0.9865691928695989,1.0024086764945213,1.0,0.001531874993816018,0.003090334008447826,15,15,"[1, 2, 4, 8, 16, 5, 18]","[1, 2, 4, 5, 8, 10, 16]"
60,22055230,0.05,5,2,3,homogeneous,flat,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.377125,4.377125,4.377125,4.377125,4.377124999999999,1.0,1.0,0.9999999999999996,1.0000000000000004,1.0,0.008052334014791995,0.0015940000303089619,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
61,22055231,0.05,5,2,3,homogeneous,flat,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.377125,4.377125,4.377125,4.377125,4.377124999999999,1.0,1.0,0.9999999999999996,1.0000000000000004,1.0,0.008052334014791995,0.0015940000303089619,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
62,22055232,0.05,5,2,3,homogeneous,flat,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.377125,4.377125,4.377125,4.377125,4.377124999999999,1.0,1.0,0.9999999999999996,1.0000000000000004,1.0,0.008052334014791995,0.0015940000303089619,30,1,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
63,22055237,0.05,5,2,3,homogeneous,log_uniform,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[0.9825609289282345, 1.5053420060743277, 0.7432220740178932, 1.5328550291174365, 0.23601996186210764]",4.423973641213029,4.423973641213029,4.349763649473886,4.349763649473886,4.423973641213028,1.0,0.9832254896259294,0.9999999999999998,0.9832254896259296,1.0,0.005419666995294392,0.0021388750174082816,30,7,"[1, 2, 4, 8, 16, 5, 10, 21]","[1, 2, 3, 4, 8, 11, 16, 20]"
64,22055238,0.05,5,2,3,homogeneous,log_uniform,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[2.024895208169791, 0.9147890839464533, 0.7052296259598754, 0.923800006838515, 0.4312860750853663]",4.459893197705299,4.419934871577252,4.382052192288318,4.382052192288318,4.456144216587696,0.9910405195019901,0.9914291317882213,0.9991594011445091,0.9833730640889998,1.0,0.005426165997050703,0.01016412500757724,30,30,"[1, 2, 4, 8, 16, 9, 6, 22]","[1, 2, 4, 8, 10, 11, 16, 20]"
65,22055239,0.05,5,2,3,homogeneous,log_uniform,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[0.6506393712975543, 0.49933734134174634, 1.5654643169598497, 1.4089357988345268, 0.8756231715663236]",4.424434392576663,4.421094805225223,4.339551370793601,4.339551370793601,4.421094805225221,0.9992451945141182,0.981555827679776,0.9992451945141179,0.9815558276797763,1.0,0.007560833997558802,0.011105957964900881,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 3, 4, 8, 16, 24, 28]"
66,22055233,0.05,5,2,3,beta_bimodal,flat,0,"[0.0008053970999335904, 0.045324123647918685, 0.003123917628180001, 0.18271987430796208, 0.018026687316005725]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.512446731798702,4.49670585130592,4.494827143809395,4.494827143809395,4.510015645355421,0.9965116750560494,0.9995822036044498,0.9994612487220846,0.9966322729807674,1.0,0.005039166018832475,0.009920834039803594,30,30,"[1, 2, 4, 8, 16, 5, 10, 21]","[1, 2, 4, 8, 10, 16, 20, 21]"
67,22055234,0.05,5,2,3,beta_bimodal,flat,1,"[0.1200595045818164, 0.017114528560448018, 0.08100612597954068, 1.4420384547011807e-06, 0.03181839883974021]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.511277995369451,4.472150621288494,4.472150621288493,4.472150621288494,4.511277968677459,0.9913267650273118,0.9999999999999998,0.9999999940832749,0.9913267708927196,1.0000000000000002,0.00545583397615701,0.009346125007141382,30,30,"[1, 2, 4, 8, 16, 5, 10, 26]","[1, 2, 4, 5, 8, 16, 18, 26]"
68,22055235,0.05,5,2,3,beta_bimodal,flat,2,"[0.004359553466514257, 1.0065760088010269e-05, 0.001134689662248086, 0.24445069735919747, 4.499375195239009e-05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.502541421727055,4.501421284515216,4.5009418313793645,4.5009418313793645,4.501814063267661,0.9997512211200471,0.9998934884993989,0.9998384560204412,0.9998062487974763,1.0,0.005146957992110401,0.010238208982627839,30,30,"[1, 2, 4, 8, 16, 9, 18, 22]","[1, 2, 4, 8, 9, 16, 20, 22]"
69,22055240,0.05,5,2,3,beta_bimodal,log_uniform,0,"[0.015026341761721223, 4.731582742773292e-05, 0.00018912497691664156, 0.00971649096788141, 0.22502072646605298]","[0.40294190168027916, 2.546421681181236, 0.8072310549537655, 0.7292993986695268, 0.5141059635151932]",4.771321881775625,4.767955312703444,4.76059060388361,4.76059060388361,4.761554819475784,0.9992944158546418,0.9984553737741183,0.9979529651233242,0.9997974998443302,1.0,0.004830833990126848,0.00944804196478799,30,30,"[1, 2, 4, 8, 16, 17, 6, 14]","[1, 2, 4, 8, 12, 14, 16, 17]"
70,22055241,0.05,5,2,3,beta_bimodal,log_uniform,1,"[0.1722697648783483, 0.0014791744742329957, 0.023449162920918053, 0.04387969884749251, 0.00892219887900816]","[2.5215390099487207, 0.3206638993244583, 0.8972176701864374, 0.31978660797346725, 0.940792812566915]",4.391152366978811,4.345856858085156,4.292542841968552,4.292542841968552,4.375990659532893,0.9896848241399515,0.9877322199378432,0.9965472144487783,0.9809305311512597,1.0,0.005345207988284528,0.00939662498421967,30,30,"[1, 2, 4, 8, 16, 3, 12, 28]","[1, 2, 4, 8, 10, 16, 20, 21]"
71,22055242,0.05,5,2,3,beta_bimodal,log_uniform,2,"[1.870090898576773e-05, 0.10858438382898276, 0.12131334078488658, 0.020000063244606563, 8.351123253826083e-05]","[2.115839426700607, 1.3948868482567833, 1.0927844440051235, 0.20508377594995517, 0.19140550508753087]",4.620350777968701,4.546479217081577,4.36861208592246,4.36861208592246,4.6153610347068055,0.9840116985837164,0.9608780503183975,0.998920050987105,0.946537454615396,1.0,0.00498008297290653,0.009553542011417449,30,30,"[1, 2, 4, 8, 16, 17, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
72,22055320,0.05,5,3,2,homogeneous,flat,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.564738125000001,4.5600000000000005,4.5600000000000005,4.5600000000000005,4.56,0.9989620160302185,1.0,0.9989620160302184,1.0000000000000002,1.0,0.012432249961420894,0.01990549999754876,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
73,22055321,0.05,5,3,2,homogeneous,flat,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.564738125000001,4.5600000000000005,4.5600000000000005,4.5600000000000005,4.56,0.9989620160302185,1.0,0.9989620160302184,1.0000000000000002,1.0,0.012432249961420894,0.01990549999754876,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
74,22055322,0.05,5,3,2,homogeneous,flat,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.564738125000001,4.5600000000000005,4.5600000000000005,4.5600000000000005,4.56,0.9989620160302185,1.0,0.9989620160302184,1.0000000000000002,1.0,0.012432249961420894,0.01990549999754876,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 3, 4, 8, 12, 16]"
75,22055327,0.05,5,3,2,homogeneous,log_uniform,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.2795013510377427, 2.7512155207685662, 0.2427155815200424, 0.3116492937987012, 0.41491825287494755]",4.698280279794218,4.667985111939134,4.662435917784353,4.662435917784353,4.643182737236508,0.993551860244402,0.9988112228248996,0.9882728276568202,1.0041465480980196,1.0,0.012126166024245322,0.020797375007532537,15,15,"[1, 2, 4, 8, 16, 9, 18]","[1, 2, 3, 4, 8, 16, 24]"
76,22055328,0.05,5,3,2,homogeneous,log_uniform,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[0.5630760895716376, 1.0657587519207747, 0.7328286183370322, 1.5143057785844436, 1.1240307615861116]",4.629101809561193,4.584429524482762,4.560358021653573,4.560358021653573,4.584429524482762,0.9903496861991322,0.9947492915529321,0.9903496861991322,0.9947492915529321,1.0,0.012332540994975716,0.020141832996159792,15,15,"[1, 2, 4, 8, 16, 17, 6]","[1, 2, 4, 6, 8, 16, 24]"
77,22055329,0.05,5,3,2,homogeneous,log_uniform,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[0.5302583298990824, 1.5514646197091302, 1.0966535019814432, 1.6354844223497218, 0.18613912606062205]",4.682132111095771,4.633718501967358,4.6141673090440385,4.6181182018872935,4.590185510061612,0.989659922449928,0.9957806688267707,0.9803622369355484,1.0052245816492296,1.0008562526190827,0.012534167035482824,0.02028433297527954,15,15,"[1, 2, 4, 8, 16, 9, 6]","[1, 2, 4, 5, 8, 10, 16]"
78,22055323,0.05,5,3,2,beta_bimodal,flat,0,"[0.02078020887581609, 0.01162915679307069, 0.006576781815051906, 0.06745745837018245, 0.14355639414587884]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.7059253370147704,4.649294594020365,4.646512919150049,4.64651291915005,4.69668791512436,0.9879660770329327,0.9994016995881712,0.998037065777956,0.9893169406013252,1.0000000000000002,0.012581792019773275,0.020428250019904226,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 6, 8, 9, 16]"
79,22055324,0.05,5,3,2,beta_bimodal,flat,1,"[0.01640418675311677, 0.009990805820401712, 0.0045479161483430895, 0.21885303774040207, 0.00020405353773633226]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.736740772539797,4.722383199585414,4.7200191271485545,4.7200191271485545,4.73160267719024,0.9969688919778726,0.9994993899611817,0.9989152677766655,0.9975518760065111,1.0,0.012453125033061951,0.02192875003674999,15,15,"[1, 2, 4, 8, 16, 17, 6]","[1, 2, 3, 4, 8, 16, 20]"
80,22055325,0.05,5,3,2,beta_bimodal,flat,2,"[0.0003634786456947147, 0.0008389916714761285, 0.005208098479793911, 6.97056121442431e-05, 0.24351972559089088]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.747856091787568,4.744736791583399,4.744199930982062,4.744199930982062,4.7474078797881045,0.9993430086877392,0.9998868513418301,0.999905596970338,0.9993242736062978,1.0,0.012651249999180436,0.020444750029128045,15,15,"[1, 2, 4, 8, 16, 3, 12]","[1, 2, 4, 6, 8, 9, 16]"
81,22055330,0.05,5,3,2,beta_bimodal,log_uniform,0,"[0.12554844392838663, 1.5428983933454036e-05, 0.0546163219542723, 0.06057171654679661, 0.009248088586610926]","[0.45260048600021746, 0.862108586130061, 1.6341630002190197, 1.666835828673312, 0.38429209897739064]",4.72742794457726,4.690309943279669,4.568163886806673,4.568163886806673,4.70772614498219,0.9921483729138234,0.9739577857433477,0.9958324484632982,0.9703546353637685,1.0,0.01353749999543652,0.023091915994882584,15,15,"[1, 2, 4, 8, 16, 10, 20]","[1, 2, 3, 4, 8, 12, 16]"
82,22055331,0.05,5,3,2,beta_bimodal,log_uniform,1,"[0.031302701777065324, 0.0017648380754116775, 0.012592870228885859, 0.17018095751142093, 0.034158632407216144]","[1.4143023295573607, 2.03646953902297, 0.38181790145063654, 0.8014577124309841, 0.3659525175380477]",4.779223579973335,4.757966158243452,4.713629471569275,4.713629471569275,4.766682908917116,0.9955521181685327,0.9906815884771772,0.9973760024308616,0.9888699461739751,1.0,0.012375999998766929,0.02156512497458607,15,15,"[1, 2, 4, 8, 16, 3, 20]","[1, 2, 3, 4, 8, 12, 16]"
83,22055332,0.05,5,3,2,beta_bimodal,log_uniform,2,"[0.1539187859262081, 0.0007316719346313704, 2.1079164354614346e-05, 2.032062329028703e-05, 0.09530814235151563]","[0.42255356055930293, 0.6011816887601751, 1.4138159858782775, 1.9750955469195512, 0.5873532178826927]",4.869470452310237,4.8440262613380725,4.843752671433739,4.843759566987638,4.868938273272075,0.9947747519527318,0.9999435201442822,0.9998907111063977,0.9948272907922058,1.000001423597439,0.013124416989739984,0.03007929096929729,15,15,"[1, 2, 4, 8, 16, 6, 24]","[1, 2, 4, 8, 12, 16, 18]"
84,22055330,0.05,5,3,3,homogeneous,flat,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.639087500000001,4.5922703125,4.5105940625,4.5600000000000005,4.56,0.9899081042338604,0.9822144071576797,0.982951927507295,0.9891653645833335,1.0109533105430057,0.06936066702473909,0.07429904199671,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
85,22055331,0.05,5,3,3,homogeneous,flat,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.639087500000001,4.5922703125,4.5105940625,4.5600000000000005,4.56,0.9899081042338604,0.9822144071576797,0.982951927507295,0.9891653645833335,1.0109533105430057,0.06936066702473909,0.07429904199671,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
86,22055332,0.05,5,3,3,homogeneous,flat,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.639087500000001,4.5922703125,4.5105940625,4.5600000000000005,4.56,0.9899081042338604,0.9822144071576797,0.982951927507295,0.9891653645833335,1.0109533105430057,0.06936066702473909,0.07429904199671,30,30,"[1, 2, 4, 8, 16, 3, 12, 19]","[1, 2, 4, 6, 7, 8, 16, 24]"
87,22055337,0.05,5,3,3,homogeneous,log_uniform,0,"[0.05, 0.05, 0.05, 0.05, 0.05]","[0.2991474833567894, 0.5141370940765095, 1.0497002025568145, 2.810593226453672, 0.3264219935562153]",4.705558440508512,4.686077041480602,4.633822241643844,4.646003178256551,4.669535503294791,0.9958599177389443,0.9888489242976151,0.9923445989101715,0.9923518599171698,1.0026287017450168,0.06621466699289158,0.08910245902370661,30,30,"[1, 2, 4, 8, 16, 17, 6, 25]","[1, 2, 4, 6, 8, 14, 16, 17]"
88,22055338,0.05,5,3,3,homogeneous,log_uniform,1,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.0561906156480416, 0.5711640947894289, 0.506882841520187, 0.6501152794884739, 2.215647168553869]",4.683645786781832,4.65614175205983,4.597103669671325,4.617743240506309,4.629886507787908,0.994127644152847,0.9873203855182486,0.9885219161650431,0.9929192998442967,1.0044896901001277,0.07046120904851705,0.07455583295086399,30,30,"[1, 2, 4, 8, 16, 9, 6, 22]","[1, 2, 4, 6, 8, 9, 16, 25]"
89,22055339,0.05,5,3,3,homogeneous,log_uniform,2,"[0.05, 0.05, 0.05, 0.05, 0.05]","[1.2854337168291414, 2.3018731708613642, 0.5833097348608194, 0.6158868493891186, 0.21349652805955655]",4.701735152455298,4.670780488846156,4.613147726194576,4.621838975615916,4.656649331312996,0.9934163319273784,0.9876609995290493,0.9904108122468877,0.9906581745750319,1.0018840171477685,0.06325070804450661,0.07045258296420798,30,30,"[1, 2, 4, 8, 16, 9, 20, 22]","[1, 2, 4, 8, 9, 11, 16, 20]"
90,22055333,0.05,5,3,3,beta_bimodal,flat,0,"[0.00018371517392629132, 0.009541945691688179, 0.0012780356861983792, 0.23615112796381252, 0.0028451754843746156]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.7482743775529075,4.746047434553197,4.737236137281411,4.742231659927274,4.746630913856017,0.9995309995121094,0.9981434451734225,0.9996538819018843,0.9980207484539864,1.001054522616373,0.06007316702743992,0.06819570797961205,30,30,"[1, 2, 4, 8, 16, 5, 10, 21]","[1, 2, 4, 8, 10, 16, 20, 21]"
91,22055334,0.05,5,3,3,beta_bimodal,flat,1,"[0.0027200512303442365, 0.001883598443757563, 8.906466912576813e-06, 0.1859847634290309, 0.05940268042995494]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.748073515731733,4.745196520415433,4.696228177096717,4.741638379266235,4.745908063530011,0.999394071025487,0.9896804393436526,0.9995439303552173,0.9895320588245148,1.0096695050702564,0.057746583013795316,0.0750905410386622,30,30,"[1, 2, 4, 8, 16, 6, 24, 7]","[1, 2, 3, 4, 7, 8, 16, 24]"
92,22055335,0.05,5,3,3,beta_bimodal,flat,2,"[0.008430751586162183, 0.0741363359643828, 0.014984025612994284, 0.1491127919135993, 0.0033360949228614413]","[1.0, 1.0, 1.0, 1.0, 1.0]",4.7326759393613616,4.721515665083693,4.6535771864453475,4.697780026914328,4.7237526817937345,0.9976418680635094,0.9856108750965795,0.9981145428755405,0.9851441216177855,1.0094986799827308,0.05958908295724541,0.06568245799280703,30,30,"[1, 2, 4, 8, 16, 17, 10, 21]","[1, 2, 4, 5, 8, 10, 16, 21]"
93,22055340,0.05,5,3,3,beta_bimodal,log_uniform,0,"[0.030927577004827043, 0.15118226002868326, 0.004974914602393211, 0.04789842544017833, 0.015016822923918033]","[0.968123923982668, 2.19917714603675, 0.24845830425551962, 1.335078008336896, 0.2491626173881663]",4.55379018758805,4.540735030659991,4.4581621904231685,4.487410225356996,4.53433429431506,0.9971331228734158,0.9818150938825382,0.9957275384961696,0.9832010392380217,1.006560558742492,0.05481937498552725,0.06912933400599286,30,30,"[1, 2, 4, 8, 16, 5, 10, 21]","[1, 2, 4, 8, 9, 11, 16, 20]"
94,22055341,0.05,5,3,3,beta_bimodal,log_uniform,1,"[0.1143282941226403, 0.04006994329357332, 0.013610415284558303, 0.013771426384725479, 0.06821992091450259]","[0.19505648006114154, 0.6558138963881696, 1.3922789713818344, 0.6609757769554059, 2.095874875213448]",4.758506642807674,4.73332714887949,4.721668691458892,4.72794345678283,4.7348581290331175,0.9947085302557596,0.9975369423971977,0.9950302656800321,0.9972143964581852,1.0013289296081465,0.05692737497156486,0.06991895800456405,30,30,"[1, 2, 4, 8, 16, 18, 12, 13]","[1, 2, 3, 4, 8, 12, 16, 28]"
95,22055342,0.05,5,3,3,beta_bimodal,log_uniform,2,"[0.0001526553188955454, 0.06165216597873782, 0.00017380418634316212, 0.001237618596896099, 0.18678375591912738]","[1.4197903180052103, 0.33801597315075893, 0.19590698305862456, 1.6680696476138979, 1.3782170781715084]",4.718850381866591,4.718512808455452,4.6229074509543695,4.622952218496411,4.718487171363564,0.9999284627856744,0.9797382435139816,0.999923029875153,0.9797435667539235,1.00000968384994,0.06075141596375033,0.07891229202505201,30,30,"[1, 2, 4, 8, 16, 5, 18, 13]","[1, 2, 4, 6, 8, 16, 17, 25]"
96,22056220,0.05,6,2,2,homogeneous,flat,0,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.61,3.61,3.61,3.61,3.6099999999999994,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.008493041968904436,0.0009397909743711352,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
97,22056221,0.05,6,2,2,homogeneous,flat,1,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.61,3.61,3.61,3.61,3.6099999999999994,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.008493041968904436,0.0009397909743711352,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
98,22056222,0.05,6,2,2,homogeneous,flat,2,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.61,3.61,3.61,3.61,3.6099999999999994,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0,0.008493041968904436,0.0009397909743711352,15,1,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
99,22056227,0.05,6,2,2,homogeneous,log_uniform,0,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.23996085672478476, 1.9905731202317234, 1.0475233214753543, 1.0842909072416458, 0.5606150230181203, 1.0770367713083722]",4.692480268532029,4.692480268532028,4.692480268532028,4.692480268532028,4.69248026853203,0.9999999999999998,1.0,1.0000000000000002,0.9999999999999997,1.0,0.008282333030365407,0.005789541988633573,15,10,"[1, 2, 4, 8, 16, 32, 17, 6, 40]","[1, 2, 4, 8, 10, 16, 17, 32, 36]"
100,22056228,0.05,6,2,2,homogeneous,log_uniform,1,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.39433971410950763, 0.8649654062546871, 1.9200574132076216, 0.2986829053993945, 2.0707981032511653, 0.45115645777762403]",4.809182415942197,4.789547085893216,4.789547085893216,4.789547085893216,4.789547085893218,0.9959171168089006,1.0,0.9959171168089009,0.9999999999999997,1.0,0.007972166989929974,0.011881124984938651,15,15,"[1, 2, 4, 8, 16, 32, 9, 18, 36]","[1, 2, 4, 8, 9, 16, 20, 32, 34]"
101,22056229,0.05,6,2,2,homogeneous,log_uniform,2,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[1.9874137401599767, 1.9060918161226166, 0.31860991007425565, 0.6512217628141773, 0.669501502271263, 0.46716126855771034]",4.712499300659097,4.7058415112846514,4.705841511284651,4.7058415112846514,4.705841511284648,0.998587206289131,0.9999999999999998,0.9985872062891303,1.0000000000000007,1.0000000000000002,0.00886541698127985,0.008684709027875215,15,15,"[1, 2, 4, 8, 16, 32, 3, 36, 24]","[1, 2, 3, 4, 8, 16, 24, 32, 36]"
102,22056223,0.05,6,2,2,beta_bimodal,flat,0,"[1.4863832614172412e-05, 0.2305439470939025, 0.0025545184610726818, 0.0006179044851147062, 0.03229915283338121, 0.033969613293914694]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.9292033491767167,3.929192156708872,3.929192156708872,3.929192156708872,3.9291921567088717,0.9999971514663788,1.0,0.9999971514663787,1.0000000000000002,1.0,0.005409249977674335,0.008682542014867067,15,15,"[1, 2, 4, 8, 16, 32, 9, 34, 20]","[1, 2, 4, 8, 9, 16, 20, 32, 34]"
103,22056224,0.05,6,2,2,beta_bimodal,flat,1,"[0.0033928016842755117, 2.948123284943097e-07, 0.0056322448925095565, 0.01740236202381973, 0.15835398926301766, 0.11521830732404918]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.9474574714603863,3.947340623903866,3.9473406239038655,3.947340623903866,3.9473406239038655,0.9999703992867903,0.9999999999999999,0.9999703992867902,1.0,1.0000000000000002,0.0043865839834325016,0.0060913339839316905,15,15,"[1, 2, 4, 8, 16, 32, 3, 12, 48]","[1, 2, 3, 4, 8, 12, 16, 32, 48]"
104,22056225,0.05,6,2,2,beta_bimodal,flat,2,"[0.0017174862965663915, 0.009296115857523369, 0.278042577955595, 0.0012261677635406164, 0.0023360075068442642, 0.007381644619930432]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",3.974716086633388,3.974716086633388,3.974716086633388,3.974716086633388,3.974716086633389,1.0,1.0,1.0000000000000002,0.9999999999999998,1.0,0.004325916990637779,0.004621333035174757,15,7,"[1, 2, 4, 8, 16, 32, 9, 6, 48]","[1, 2, 4, 6, 8, 9, 16, 32, 48]"
