agents,clearanceStatus,solveConicGibbsGreedyDynamic,PPO_4Bucket_50000000,PPO_4Bucket_20000000,PPO_5Bucket_50000000,PPO_5Bucket_20000000,solveMILP
"[(0, 1, 0.8576168796522388), (1, 1, 0.6740837488493978), (2, 2, 0.9144922396988107), (3, 3, 0.2867091363884475), (4, 3, 0.10309031591572371), (5, 2, 0.964265655372865), (6, 3, 0.3851153673108211), (7, 2, 0.817328140563626), (8, 2, 0.15725944538049963), (9, 1, 0.25115427973347604), (10, 3, 0.3023974225342392), (11, 1, 0.16068547992092352), (12, 2, 0.1671853772802827), (13, 2, 0.567748387903273), (14, 2, 0.39070595105353123), (15, 1, 0.9632277086642841), (16, 1, 0.6676426546414931), (17, 1, 0.7474581819941767), (18, 3, 0.48955929002874055), (19, 1, 0.9819581782553002), (20, 2, 0.9945604039026144), (21, 2, 0.16771475309518735), (22, 1, 0.4320161882280775), (23, 1, 0.8649348721352732), (24, 1, 0.08475175222406084), (25, 2, 0.4026186075767467), (26, 2, 0.3882720592096299), (27, 1, 0.8704032276675338), (28, 1, 0.8219875133219051), (29, 1, 0.00868589646445006), (30, 3, 0.6277915384303467), (31, 1, 0.6729717572932209), (32, 1, 0.7622666110871644), (33, 3, 0.5416710755960847), (34, 1, 0.4553365102144509), (35, 2, 0.2534030294519314), (36, 2, 0.7375139953237653), (37, 2, 0.2601065384378405), (38, 3, 0.1864281111967645), (39, 3, 0.03698054293901154), (40, 1, 0.4974931126082919), (41, 2, 0.6700421855748329), (42, 2, 0.007493327607519307), (43, 2, 0.1138281485204462), (44, 1, 0.1829342252318522), (45, 2, 0.3627294460697551), (46, 2, 0.8838465775943507), (47, 3, 0.66964703224333), (48, 2, 0.6772828046728785), (49, 2, 0.24789782435953178)]","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]",5,15,10,17,13,0
"[(0, 1, 0.8225532335745139), (1, 2, 0.8234473976579573), (2, 1, 0.8669937121652619), (3, 2, 0.7226865257030952), (4, 3, 0.9314319556203563), (5, 3, 0.7685786579627876), (6, 3, 0.8256623565332522), (7, 2, 0.7968111436421764), (8, 1, 0.5305347389676522), (9, 2, 0.1303962906497087), (10, 2, 0.16711686749659427), (11, 2, 0.7883601415638362), (12, 1, 0.6595144753753495), (13, 1, 0.635669122450007), (14, 1, 0.9714251285640851), (15, 2, 0.7868447388710264), (16, 1, 0.3007447385505617), (17, 1, 0.3207193992489553), (18, 1, 0.5018889649762339), (19, 2, 0.27638743126913434), (20, 2, 0.6749221014531903), (21, 1, 0.835330166829101), (22, 3, 0.1937012664066079), (23, 3, 0.7693296472111629), (24, 1, 0.7454279641898446), (25, 3, 0.7285807540199329), (26, 3, 0.38226983994908015), (27, 2, 0.3266068107588014), (28, 3, 0.8495112741497559), (29, 3, 0.7237258270796919), (30, 2, 0.13699854956328483), (31, 3, 0.07765477265176501), (32, 2, 0.8786697151467029), (33, 2, 0.5759462762716353), (34, 3, 0.5027059665519458), (35, 2, 0.07794715910413175), (36, 2, 0.23454633484897214), (37, 3, 0.5452810787660943), (38, 3, 0.9618960926512349), (39, 2, 0.0283360047968354), (40, 1, 0.42647700439411296), (41, 3, 0.5754620743705765), (42, 2, 0.5586535717189751), (43, 2, 0.7239475780055931), (44, 3, 0.9610829719760077), (45, 3, 0.6484853141042252), (46, 1, 0.5515938202178692), (47, 3, 0.8662860549109336), (48, 2, 0.24364462882556914), (49, 3, 0.4869426899245918)]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]",18,15,11,14,24,18
"[(0, 3, 0.6954921817726606), (1, 1, 0.9852778994732774), (2, 3, 0.3867633554682103), (3, 1, 0.6358689391240383), (4, 1, 0.1541777290752473), (5, 3, 0.6495969851240271), (6, 1, 0.04703224155111574), (7, 1, 0.8125725862022263), (8, 2, 0.44670772059873964), (9, 2, 0.800268144047046), (10, 1, 0.1749274008890569), (11, 1, 0.9957965021559744), (12, 3, 0.19597393040500288), (13, 2, 0.7140306785360403), (14, 2, 0.3086492175358716), (15, 1, 0.7920753257577324), (16, 1, 0.5235523027100161), (17, 3, 0.7849384057792377), (18, 1, 0.48919290882701905), (19, 1, 0.29729357758626807), (20, 1, 0.34343584425689455), (21, 3, 0.2566375563580371), (22, 2, 0.38220858813038994), (23, 2, 0.9973435321679585), (24, 2, 0.5680800198195786), (25, 3, 0.7178871630209585), (26, 2, 0.07354340446836594), (27, 3, 0.6195163774984431), (28, 1, 0.9365880279682108), (29, 1, 0.00024557187701301775), (30, 3, 0.44918888886845865), (31, 2, 0.6988713871704159), (32, 2, 0.8020799021817977), (33, 2, 0.5147524913635692), (34, 1, 0.4186510837779509), (35, 3, 0.7753235415788222), (36, 1, 0.6051254894284076), (37, 2, 0.28309837056799503), (38, 1, 0.7052187872565495), (39, 2, 0.044652227525383004), (40, 3, 0.02151033042746031), (41, 1, 0.26315320060431213), (42, 3, 0.8297306132807585), (43, 1, 0.9979687873173223), (44, 1, 0.4890203861620781), (45, 1, 0.7296983558858053), (46, 3, 0.4830450225063926), (47, 3, 0.3103561347362508), (48, 1, 0.5160121740097958), (49, 2, 0.9184600775930073)]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1]",14,18,12,11,18,14
"[(0, 1, 0.7071615789625935), (1, 1, 0.8867892678259883), (2, 1, 0.272918486744013), (3, 3, 0.5276626557469503), (4, 1, 0.009279373049725037), (5, 3, 0.9443800926875308), (6, 3, 0.9429373186630685), (7, 2, 0.6720137290005084), (8, 3, 0.2503959834857088), (9, 1, 0.08905802221700776), (10, 3, 0.010224968346093988), (11, 1, 0.21327371035492204), (12, 1, 0.9076527775428525), (13, 2, 0.875641760571215), (14, 1, 0.08974311693266557), (15, 3, 0.5228378376900766), (16, 1, 0.39865461120388), (17, 2, 0.6272134913189), (18, 2, 0.5321194405502798), (19, 3, 0.2090609874022239), (20, 2, 0.2772024259367768), (21, 1, 0.982216349081243), (22, 1, 0.4667781720432701), (23, 1, 0.8292139208528775), (24, 2, 0.22963500846273266), (25, 2, 0.13170349962325456), (26, 2, 0.2367374420156373), (27, 3, 0.6537985559562165), (28, 2, 0.5320755447648929), (29, 3, 0.9582892543341023), (30, 3, 0.6943514966599071), (31, 2, 0.07683202942776557), (32, 2, 0.893399030590454), (33, 2, 0.22326537738360275), (34, 1, 0.49199387577525444), (35, 2, 0.5538133832399746), (36, 3, 0.009422196856263443), (37, 3, 0.39659363016504434), (38, 3, 0.6535883970221791), (39, 1, 0.518875566403309), (40, 2, 0.7515803524485509), (41, 2, 0.5942757976769599), (42, 3, 0.11613544712972446), (43, 3, 0.47852220327061656), (44, 3, 0.8701982107370609), (45, 2, 0.05606341345246979), (46, 3, 0.34018026227025056), (47, 2, 0.8972240431543038), (48, 2, 0.6490934391175472), (49, 3, 0.5810096072176211)]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",29,17,14,17,22,29
"[(0, 1, 0.41494057050679023), (1, 1, 0.6520324791300752), (2, 2, 0.5332401102364357), (3, 3, 0.7848994838695212), (4, 3, 0.6275170480059374), (5, 2, 0.6852321446695303), (6, 3, 0.27083243320274875), (7, 1, 0.6541280035444746), (8, 1, 0.05449069056713307), (9, 3, 0.0066702508600181565), (10, 3, 0.43874160392346573), (11, 2, 0.5694642396161914), (12, 1, 0.8574591838945684), (13, 1, 0.9898010662703924), (14, 3, 0.1861421428445953), (15, 3, 0.5281030507149037), (16, 3, 0.40533213679096025), (17, 1, 0.30276234541006086), (18, 3, 0.36347591418989045), (19, 1, 0.320673260070677), (20, 1, 0.8010884928367151), (21, 1, 0.28966508189207907), (22, 3, 0.15199236891178414), (23, 1, 0.8485899291118081), (24, 1, 0.31572094016235974), (25, 2, 0.8206118476901827), (26, 1, 0.31632685448053854), (27, 3, 0.8627827200246043), (28, 3, 0.2146552277726439), (29, 3, 0.9370618828686371), (30, 2, 0.5987733143202464), (31, 1, 0.628988875115728), (32, 2, 0.33775550174313695), (33, 2, 0.8795382362300275), (34, 1, 0.8033655402482711), (35, 2, 0.6754310631898554), (36, 2, 0.010662315776537978), (37, 3, 0.7158637777349368), (38, 2, 0.6393379726703154), (39, 1, 0.9448313082233196), (40, 2, 0.5394934634506255), (41, 3, 0.600038047413297), (42, 1, 0.00897876942583431), (43, 3, 0.31844993048163106), (44, 2, 0.7033086161465687), (45, 2, 0.907943330849183), (46, 1, 0.3850644349847804), (47, 1, 0.7267922485348665), (48, 3, 0.7725323921383795), (49, 2, 0.29084385422447057)]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1]",13,11,5,16,5,12
"[(0, 1, 0.4947406012900414), (1, 2, 0.6922559474438137), (2, 3, 0.25272460700176613), (3, 3, 0.6889269602003156), (4, 3, 0.5625984971098597), (5, 2, 0.4916702600808286), (6, 1, 0.4247095049011128), (7, 3, 0.7576739780943795), (8, 2, 0.5970880124171842), (9, 3, 0.08580886214194572), (10, 2, 0.47930967160391424), (11, 2, 0.19096981529898027), (12, 2, 0.7302083745114636), (13, 2, 0.3503849242371734), (14, 2, 0.9370829718440485), (15, 3, 0.13310712314998152), (16, 3, 0.15653718744197864), (17, 1, 0.09930020685075835), (18, 3, 0.9677560150119446), (19, 1, 0.12461429815296277), (20, 1, 0.8646906667893497), (21, 2, 0.05190341846890645), (22, 2, 0.15453737806738177), (23, 3, 0.16377609252798098), (24, 1, 0.2324522818777267), (25, 3, 0.7802738606308987), (26, 3, 0.8836642304277159), (27, 2, 0.435677815532019), (28, 3, 0.9878066249084024), (29, 2, 0.3354116570269199), (30, 3, 0.23184436393621932), (31, 3, 0.00042214728249068134), (32, 3, 0.18576388145901712), (33, 2, 0.4723981148571754), (34, 3, 0.20116153865611874), (35, 2, 0.2788908140315729), (36, 3, 0.38601491187070114), (37, 3, 0.08833254098838994), (38, 2, 0.6327095755967169), (39, 3, 0.17547120951189565), (40, 3, 0.7735046656982688), (41, 2, 0.4321838091815432), (42, 1, 0.5066055551631322), (43, 1, 0.5557539078222192), (44, 2, 0.7498876318779835), (45, 1, 0.9468683173091965), (46, 1, 0.5551456358093981), (47, 3, 0.7076744234815706), (48, 2, 0.011642544592782356), (49, 3, 0.28774506762443997)]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0]",0,0,14,6,17,6
"[(0, 3, 0.3395626448466398), (1, 1, 0.16591492255039186), (2, 3, 0.10755593836370358), (3, 1, 0.36690153340789333), (4, 2, 0.3918313652411268), (5, 3, 0.9428364806568122), (6, 3, 0.5080675065775047), (7, 3, 0.06311823529863625), (8, 1, 0.0689409872594201), (9, 2, 0.007116982177143183), (10, 1, 0.10296933273024322), (11, 1, 0.6239673744308747), (12, 3, 0.7962035494130391), (13, 2, 0.1040110374467943), (14, 2, 0.4286756288000184), (15, 2, 0.27446676052484775), (16, 2, 0.990752079210823), (17, 3, 0.19263937191388514), (18, 2, 0.1245400477433859), (19, 2, 0.07269550721587736), (20, 2, 0.9225058810978664), (21, 1, 0.5241416270527846), (22, 1, 0.44807462235692763), (23, 1, 0.06885283083163041), (24, 3, 0.027298819173795286), (25, 3, 0.11456396363938615), (26, 3, 0.4820640685324824), (27, 3, 0.4877754484042446), (28, 2, 0.05361481538997925), (29, 3, 0.6126909538812529), (30, 3, 0.7949595157746266), (31, 2, 0.5263554231060357), (32, 3, 0.270265997448475), (33, 1, 0.8713343740429512), (34, 3, 0.42435802089670704), (35, 3, 0.5232584000472784), (36, 2, 0.5899287688683108), (37, 2, 0.6877046558650958), (38, 1, 0.9747459063845239), (39, 3, 0.23255679547334174), (40, 2, 0.2167238362644769), (41, 2, 0.8893122295101007), (42, 1, 0.29148324686987603), (43, 1, 0.6928996691989703), (44, 1, 0.1461552465461653), (45, 2, 0.1882805694502192), (46, 3, 0.7029920111446822), (47, 3, 0.74552421671217), (48, 3, 0.4949411822746168), (49, 1, 0.6138742033518816)]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",20,13,14,18,16,20
"[(0, 3, 0.016255931099765086), (1, 2, 0.11690884767435628), (2, 1, 0.36502677988343457), (3, 3, 0.3139548231573306), (4, 2, 0.07376824010202787), (5, 3, 0.04515579846981699), (6, 3, 0.38366331937487075), (7, 1, 0.8455506039860109), (8, 3, 0.794435803187671), (9, 1, 0.5384614810283466), (10, 3, 0.6437655268978854), (11, 1, 0.11108986148783961), (12, 2, 0.31768415955054474), (13, 1, 0.13905355140521036), (14, 3, 0.9566446870689601), (15, 2, 0.7586032268038119), (16, 1, 0.29881773804811396), (17, 1, 0.5393959185384657), (18, 2, 0.2144010658296479), (19, 1, 0.6994734632059337), (20, 3, 0.7727442234108399), (21, 1, 0.9318399013137345), (22, 1, 0.6112103038847376), (23, 2, 0.9248270934303702), (24, 3, 0.4312448005001597), (25, 3, 0.7644471712033938), (26, 3, 0.46721164687414574), (27, 3, 0.22282414213915425), (28, 2, 0.6573023633931743), (29, 3, 0.11856465580314735), (30, 2, 0.8933850027842967), (31, 1, 0.6048628023058751), (32, 2, 0.7728151305340113), (33, 1, 0.043257145462785695), (34, 3, 0.6848073420404203), (35, 2, 0.8993253201324195), (36, 1, 0.641022647250869), (37, 3, 0.5131325734012033), (38, 1, 0.5861671471837414), (39, 1, 0.5431839497230495), (40, 2, 0.9767418845260873), (41, 1, 0.9826373608460368), (42, 2, 0.5688314895308447), (43, 2, 0.862461091719127), (44, 1, 0.349464142535049), (45, 3, 0.7357256638371473), (46, 3, 0.06443328383640978), (47, 2, 0.433817561224365), (48, 2, 0.517703293858336), (49, 1, 0.1504951854766312)]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",14,19,14,13,15,13
"[(0, 3, 0.5308665506933271), (1, 2, 0.8697520610417456), (2, 1, 0.6391318640720144), (3, 3, 0.6430068577022373), (4, 3, 0.4746391980654513), (5, 3, 0.3139454998277512), (6, 3, 0.3444075249355093), (7, 1, 0.08864127978558412), (8, 3, 0.4260736600224212), (9, 2, 0.09765188899459931), (10, 3, 0.1597773538496472), (11, 2, 0.30577898310969), (12, 2, 0.42565101216249823), (13, 1, 0.43748599744043026), (14, 2, 0.04939033807351323), (15, 3, 0.3275036837515286), (16, 1, 0.5833132706739682), (17, 3, 0.08148807941567171), (18, 3, 0.7323110565116183), (19, 1, 0.1537135373290347), (20, 2, 0.16440907113963366), (21, 1, 0.055477091586506044), (22, 1, 0.8104646895442489), (23, 1, 0.6869433980341954), (24, 1, 0.6183589389899509), (25, 2, 0.22892538673633767), (26, 1, 0.3337227545225463), (27, 2, 0.5814993405569966), (28, 2, 0.8977649201703201), (29, 1, 0.7323841663968649), (30, 2, 0.6580909116443033), (31, 2, 0.8567199259924037), (32, 1, 0.5228430538187251), (33, 1, 0.137028875631222), (34, 1, 0.021577107350027047), (35, 2, 0.4157499040834436), (36, 2, 0.9261354086684973), (37, 3, 0.16596593835683615), (38, 1, 0.5371835717940535), (39, 2, 0.4099581682614418), (40, 1, 0.29795807033871247), (41, 1, 0.7520232037884976), (42, 3, 0.5996057444581044), (43, 1, 0.9294629125609913), (44, 3, 0.8506110569332972), (45, 3, 0.5836064263775782), (46, 2, 0.09255511513793435), (47, 1, 0.07225409638849611), (48, 3, 0.8585430280107292), (49, 3, 0.7830523366920944)]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1]",27,16,19,18,17,27
"[(0, 2, 0.1108522384517312), (1, 3, 0.7982310414229724), (2, 3, 0.14964997635123767), (3, 1, 0.5206265317711544), (4, 3, 0.3465899403535646), (5, 2, 0.537900982022171), (6, 2, 0.6227864094365154), (7, 3, 0.5895364360656593), (8, 2, 0.866325198221146), (9, 3, 0.3898781910856761), (10, 2, 0.8520913320691248), (11, 1, 0.9148379308232978), (12, 2, 0.9516229933616991), (13, 3, 0.03413558783923698), (14, 1, 0.19492535340117512), (15, 3, 0.2346666319920262), (16, 2, 0.09884343185686106), (17, 2, 0.7476872231347), (18, 3, 0.9245908663367003), (19, 2, 0.9965123648519577), (20, 2, 0.22243286715855481), (21, 1, 0.2904116296097612), (22, 2, 0.5444144679355836), (23, 2, 0.6501960951240423), (24, 2, 0.6893978808013482), (25, 2, 0.1308592184861186), (26, 2, 0.27590419005668965), (27, 1, 0.6726467877403056), (28, 3, 0.35905854828168937), (29, 2, 0.8753440853992177), (30, 1, 0.6477049625986896), (31, 2, 0.830529566261278), (32, 2, 0.8076190825652593), (33, 2, 0.2823958218792547), (34, 1, 0.1450247819638265), (35, 3, 0.12589011037803055), (36, 2, 0.7351047788564564), (37, 3, 0.4657753168438201), (38, 1, 0.1727072773417121), (39, 1, 0.17696745503063682), (40, 1, 0.8945439414682944), (41, 3, 0.5658610641572753), (42, 2, 0.24037424506688643), (43, 3, 0.4586654120165097), (44, 2, 0.03962802526117082), (45, 1, 0.10206674296508977), (46, 2, 0.045134108293480635), (47, 2, 0.4388080130362715), (48, 2, 0.9268968986043156), (49, 2, 0.5017221565678616)]","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]",7,12,14,18,13,7
"[(0, 3, 0.6064011533247388), (1, 3, 0.9503036783302509), (2, 1, 0.8360700084552954), (3, 3, 0.5831582509833398), (4, 2, 0.05606752778630464), (5, 2, 0.3856088517557399), (6, 3, 0.07918104245526969), (7, 1, 0.3182809434360182), (8, 3, 0.013564845977800832), (9, 2, 0.3428804746552071), (10, 1, 0.603568184498053), (11, 1, 0.08048680889558468), (12, 3, 0.5009857487671684), (13, 1, 0.4203089757950328), (14, 1, 0.8336555124186855), (15, 2, 0.7193749921770758), (16, 2, 0.40567007889446727), (17, 2, 0.783719831058552), (18, 2, 0.21467127266638208), (19, 2, 0.95018271811444), (20, 3, 0.5412675940748815), (21, 3, 0.2589023434210843), (22, 3, 0.999408939085286), (23, 3, 0.2843207701054937), (24, 1, 0.8236567148531865), (25, 2, 0.28722583384200806), (26, 3, 0.1069741996821536), (27, 1, 0.21737649820637794), (28, 3, 0.8494640349957268), (29, 2, 0.49692589620531724), (30, 2, 0.9312240033785975), (31, 1, 0.5008491603439466), (32, 2, 0.9777146005550458), (33, 2, 0.9046364723693148), (34, 1, 0.7059745509044092), (35, 3, 0.1794327878289318), (36, 1, 0.9584829065111642), (37, 2, 0.8495549728506808), (38, 2, 0.4624941029318306), (39, 1, 0.9082328624686431), (40, 3, 0.1659321244414692), (41, 2, 0.18354174434341142), (42, 1, 0.74817592936077), (43, 1, 0.9784591014717199), (44, 1, 0.13225317520567814), (45, 1, 0.11749234284947963), (46, 1, 0.9963847542358714), (47, 2, 0.6837206042486452), (48, 3, 0.9443832084240107), (49, 2, 0.39248035060974784)]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",26,5,16,15,17,26
"[(0, 2, 0.9787953005752258), (1, 3, 0.13011710565803392), (2, 2, 0.7329487828026693), (3, 3, 0.44699400344012885), (4, 2, 0.7482571699121368), (5, 2, 0.7419987051351369), (6, 2, 0.8193891470879656), (7, 1, 0.8553749686907113), (8, 3, 0.4922392311035033), (9, 1, 0.18386544165300434), (10, 3, 0.010035575451186607), (11, 3, 0.356894737497243), (12, 3, 0.4463385408313768), (13, 3, 0.08345102295380302), (14, 1, 0.8811654390424886), (15, 2, 0.9317144962987612), (16, 3, 0.44620974273876934), (17, 1, 0.3530182825860221), (18, 1, 0.7372865768290819), (19, 1, 0.6292877882087415), (20, 3, 0.36596375633714706), (21, 2, 0.8877904686602408), (22, 1, 0.5471707268520599), (23, 2, 0.6989724858673372), (24, 2, 0.8673707009703003), (25, 2, 0.15774108966682643), (26, 1, 0.12174967667241354), (27, 3, 0.9789153737454709), (28, 2, 0.863668232026876), (29, 1, 0.8138958209796294), (30, 2, 0.9695841610296282), (31, 1, 0.8178471577230626), (32, 3, 0.25084632850308664), (33, 1, 0.5859009473277296), (34, 2, 0.6626069349610848), (35, 2, 0.9862151683864646), (36, 2, 0.8987340871422718), (37, 3, 0.5415268747597196), (38, 2, 0.8755417500697756), (39, 3, 0.431394653416172), (40, 1, 0.8751533763872303), (41, 3, 0.663773305927689), (42, 2, 0.12066184406526226), (43, 2, 0.34390667541510034), (44, 1, 0.9838269686938984), (45, 3, 0.5544296149809365), (46, 1, 0.7389175084103029), (47, 1, 0.9443562248441859), (48, 1, 0.7144164995317063), (49, 2, 0.7445543664454014)]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",12,15,12,13,17,12
"[(0, 2, 0.3903588378307178), (1, 3, 0.3972762007900821), (2, 1, 0.5729628820767538), (3, 1, 0.9921806396097831), (4, 2, 0.04979124763351006), (5, 3, 0.28190816274622266), (6, 1, 0.021170405368089784), (7, 2, 0.1122156360341976), (8, 3, 0.2795604573511691), (9, 3, 0.4940603617754721), (10, 2, 0.7304869550703456), (11, 1, 0.7696334624276645), (12, 3, 0.3635654481476309), (13, 2, 0.10019431025502701), (14, 1, 0.4033335539189079), (15, 2, 0.05449154146877655), (16, 1, 0.03616264217149112), (17, 3, 0.2561070203778406), (18, 2, 0.5717600483473166), (19, 1, 0.8430854644504788), (20, 3, 0.18909040270807276), (21, 2, 0.3826692862723362), (22, 1, 0.8078452447659662), (23, 2, 0.7787134651080885), (24, 1, 0.7628548245972324), (25, 1, 0.4003915929212978), (26, 3, 0.5069221890036928), (27, 3, 0.18453794951025715), (28, 3, 0.48448396437192387), (29, 1, 0.6335995636100618), (30, 3, 0.5030524315627545), (31, 3, 0.845079261287711), (32, 3, 0.24357044881388246), (33, 1, 0.6464192477469162), (34, 2, 0.4967556977924612), (35, 1, 0.6257322488862526), (36, 1, 0.23952491980575985), (37, 1, 0.660642095238427), (38, 1, 0.6610761463210119), (39, 2, 0.3395578963285866), (40, 3, 0.9399484039696319), (41, 3, 0.2273527776942884), (42, 3, 0.6817228825291168), (43, 2, 0.8128786689409264), (44, 3, 0.7838909562592495), (45, 2, 0.17466969765726592), (46, 1, 0.20625565369738574), (47, 3, 0.7672940328991479), (48, 2, 0.49041806186753023), (49, 3, 0.9806851793417809)]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",16,19,14,14,12,16
"[(0, 2, 0.05743039073131062), (1, 1, 0.23041779182354916), (2, 2, 0.5378461221395845), (3, 3, 0.31483835839966523), (4, 1, 0.7618902539514192), (5, 1, 0.06299262221637891), (6, 1, 0.7125202200684873), (7, 2, 0.2868533920634506), (8, 2, 0.4714773165858249), (9, 2, 0.27621293448059947), (10, 3, 0.1320789092817235), (11, 1, 0.375253292963837), (12, 2, 0.2931199982072542), (13, 1, 0.28868149198301873), (14, 1, 0.3795031674142775), (15, 1, 0.3004526782719372), (16, 3, 0.19193906388417048), (17, 1, 0.05737679427234854), (18, 1, 0.10417046492069115), (19, 1, 0.45661383345900386), (20, 3, 0.010479445316749492), (21, 3, 0.3116006099801085), (22, 3, 0.9342329464480043), (23, 3, 0.4132900525033978), (24, 2, 0.028320014466005072), (25, 1, 0.40687481012720006), (26, 2, 0.6362620302985738), (27, 1, 0.3723506529751003), (28, 3, 0.9067211771969671), (29, 3, 0.0998824697774352), (30, 3, 0.4123014251150995), (31, 1, 0.80751887027744), (32, 2, 0.9499879966691297), (33, 2, 0.790079356284029), (34, 1, 0.6073305171573732), (35, 2, 0.7575310379320409), (36, 3, 0.6372969686660496), (37, 2, 0.8288102029041707), (38, 1, 0.2687038192718313), (39, 3, 0.24254803626116905), (40, 1, 0.6287892600461291), (41, 3, 0.6352211290283223), (42, 2, 0.30787327279572907), (43, 3, 0.7249652847521132), (44, 2, 0.69663063184983), (45, 1, 0.48505669840281807), (46, 2, 0.40256166387627346), (47, 1, 0.5876225347813588), (48, 3, 0.6809443232546876), (49, 2, 0.9792019944744109)]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",28,8,10,10,16,28
