model,G,B,N,kmax,inst,w_myopic,w_rollout,first_pool_diff,pred_gain_step1
counting,5,5,50,12,5,9.0,14.0,1,0.02155
counting,5,5,50,12,6,24.0,27.0,1,0.381059
counting,5,5,50,12,7,26.0,14.0,1,0.135584
counting,5,5,50,12,8,24.0,25.0,1,0.11914
counting,5,5,50,12,9,23.0,19.0,1,0.212534
counting,5,5,50,12,10,14.0,28.0,1,0.15542
counting,5,5,50,12,11,18.0,26.0,1,0.377765
counting,5,5,50,12,12,14.0,19.0,1,0.015794
counting,5,5,50,12,13,17.0,15.0,1,0.285331
counting,5,5,50,12,14,20.0,18.0,1,0.073928
counting,5,5,50,12,15,19.0,12.0,1,0.362015
counting,5,5,50,12,16,27.0,13.0,1,0.237092
counting,5,5,50,12,17,8.0,9.0,1,0.219645
counting,5,5,50,12,18,29.0,26.0,1,0.09695
counting,5,5,50,12,19,39.0,37.0,0,0.0
counting,5,5,50,12,20,8.0,6.0,1,0.200432
counting,5,5,50,12,21,23.0,23.0,1,0.089974
counting,5,5,50,12,22,24.0,24.0,1,0.119963
counting,5,5,50,12,23,33.0,26.0,1,0.312392
counting,5,5,50,12,24,23.0,14.0,1,0.153899
counting,5,5,50,12,25,23.0,10.0,1,0.088735
counting,5,5,50,12,26,33.0,35.0,1,0.261394
counting,5,5,50,12,27,20.0,10.0,1,0.077629
counting,5,5,50,12,28,31.0,31.0,1,0.364177
counting,5,5,50,12,29,19.0,19.0,1,0.249115
counting,5,5,50,12,30,25.0,20.0,1,0.118925
counting,5,5,50,12,31,24.0,25.0,1,0.262384
counting,5,5,50,12,32,9.0,16.0,1,0.119999
counting,5,5,50,12,33,27.0,32.0,1,0.165391
counting,5,5,50,12,34,22.0,24.0,1,0.013322
counting,5,5,50,12,35,0.0,0.0,1,0.14094
counting,5,5,50,12,36,36.0,34.0,1,0.214659
counting,5,5,50,12,37,23.0,25.0,1,0.053781
counting,5,5,50,12,38,17.0,20.0,1,0.128113
counting,5,5,50,12,39,37.0,37.0,1,0.05479
counting,5,5,50,12,40,7.0,14.0,1,0.10576
counting,5,5,50,12,41,26.0,20.0,1,0.129708
counting,5,5,50,12,42,29.0,34.0,1,0.108851
counting,5,5,50,12,43,13.0,14.0,1,0.072928
counting,5,5,50,12,44,12.0,17.0,0,0.0
counting,5,5,50,12,45,17.0,11.0,1,0.157474
counting,5,5,50,12,46,18.0,13.0,1,0.502765
counting,5,5,50,12,47,31.0,31.0,1,0.196443
counting,5,5,50,12,48,22.0,25.0,1,0.119139
counting,5,5,50,12,49,13.0,12.0,1,0.151257
counting,5,5,50,12,50,36.0,37.0,1,0.191412
counting,5,5,50,12,51,30.0,35.0,1,0.288931
counting,5,5,50,12,52,29.0,20.0,1,0.449506
counting,5,5,50,12,53,20.0,12.0,1,0.177945
counting,5,5,50,12,54,30.0,25.0,1,0.111273
counting,5,5,50,12,55,15.0,25.0,0,0.0
counting,5,5,50,12,56,20.0,21.0,1,0.02131
counting,5,5,50,12,57,18.0,13.0,1,0.119874
counting,5,5,50,12,58,23.0,23.0,1,0.031206
counting,5,5,50,12,59,11.0,11.0,1,0.098172
counting,5,5,50,12,60,12.0,18.0,0,0.0
counting,5,5,50,12,61,25.0,25.0,1,0.179487
counting,5,5,50,12,62,12.0,20.0,1,0.075968
counting,5,5,50,12,63,8.0,24.0,1,0.166398
counting,5,5,50,12,64,34.0,34.0,1,0.299012
counting,5,5,50,12,65,12.0,13.0,1,0.064242
counting,5,5,50,12,66,40.0,44.0,1,0.137634
counting,5,5,50,12,67,16.0,0.0,1,0.005962
counting,5,5,50,12,68,16.0,18.0,1,0.456496
counting,5,5,50,12,69,31.0,33.0,1,0.089198
counting,5,5,50,12,70,17.0,22.0,1,0.020863
counting,5,5,50,12,71,22.0,29.0,1,0.109276
counting,5,5,50,12,72,22.0,20.0,1,0.199452
counting,5,5,50,12,73,30.0,33.0,1,0.479462
counting,5,5,50,12,74,24.0,23.0,0,0.0
counting,5,5,50,12,75,28.0,32.0,1,0.346477
counting,5,5,50,12,76,10.0,10.0,1,0.23432
counting,5,5,50,12,77,11.0,12.0,1,0.387845
counting,5,5,50,12,78,19.0,17.0,1,0.023854
counting,5,5,50,12,79,34.0,37.0,1,0.187119
counting,5,5,50,12,80,29.0,31.0,1,0.249443
counting,5,5,50,12,81,23.0,21.0,1,0.034795
counting,5,5,50,12,82,26.0,22.0,1,0.004795
counting,5,5,50,12,83,24.0,25.0,1,0.275941
counting,5,5,50,12,84,17.0,21.0,1,0.135428
counting,5,5,50,12,85,30.0,30.0,1,0.193207
counting,5,5,50,12,86,26.0,32.0,1,0.328403
counting,5,5,50,12,87,21.0,16.0,1,0.062719
counting,5,5,50,12,88,22.0,19.0,1,0.131513
counting,5,5,50,12,89,20.0,21.0,1,0.304905
counting,5,5,50,12,90,12.0,23.0,1,0.073299
counting,5,5,50,12,91,16.0,15.0,1,0.044437
counting,5,5,50,12,92,25.0,25.0,0,0.0
counting,5,5,50,12,93,37.0,37.0,1,0.132224
counting,5,5,50,12,94,13.0,14.0,1,0.124817
counting,5,5,50,12,95,9.0,9.0,1,0.144389
counting,5,5,50,12,96,23.0,17.0,1,0.029546
counting,5,5,50,12,97,26.0,20.0,1,0.08735
counting,5,5,50,12,98,10.0,11.0,1,0.17002
counting,5,5,50,12,99,35.0,31.0,1,0.215125
counting,5,5,50,12,100,34.0,42.0,1,0.169434
counting,5,5,50,12,101,34.0,38.0,1,0.311167
counting,5,5,50,12,102,37.0,34.0,1,0.081088
counting,5,5,50,12,103,17.0,10.0,1,0.05889
counting,5,5,50,12,104,18.0,20.0,1,0.363771
counting,5,5,50,12,105,22.0,18.0,1,0.073941
counting,5,5,50,12,106,0.0,6.0,0,0.0
counting,5,5,50,12,107,32.0,26.0,1,0.069276
counting,5,5,50,12,108,41.0,41.0,1,0.628987
counting,5,5,50,12,109,22.0,32.0,1,0.262094
counting,5,5,50,12,110,23.0,20.0,1,0.08073
counting,5,5,50,12,111,25.0,14.0,1,0.171722
counting,5,5,50,12,112,29.0,34.0,1,0.000242
counting,5,5,50,12,113,9.0,16.0,1,0.517791
counting,5,5,50,12,114,9.0,8.0,1,0.213536
counting,5,5,50,12,115,14.0,14.0,0,0.0
counting,5,5,50,12,116,22.0,24.0,1,0.315296
counting,5,5,50,12,117,26.0,20.0,1,0.038528
counting,5,5,50,12,118,24.0,26.0,1,0.168924
counting,5,5,50,12,119,32.0,33.0,0,0.0
counting,5,5,50,12,120,37.0,40.0,1,0.334392
counting,5,5,50,12,121,28.0,28.0,1,0.212382
counting,5,5,50,12,122,28.0,32.0,1,0.033505
counting,5,5,50,12,123,35.0,36.0,1,0.242222
counting,5,5,50,12,124,7.0,15.0,1,0.03151
counting,5,5,50,12,125,23.0,27.0,1,0.191444
counting,5,5,50,12,126,21.0,22.0,1,0.205471
counting,5,5,50,12,127,14.0,13.0,1,0.238756
counting,5,5,50,12,128,23.0,21.0,1,0.120641
counting,5,5,50,12,129,17.0,17.0,1,0.06498
counting,5,5,50,12,130,8.0,0.0,1,0.211324
counting,5,5,50,12,131,37.0,36.0,1,0.015937
counting,5,5,50,12,132,10.0,10.0,0,0.0
counting,5,5,50,12,133,20.0,25.0,1,0.345915
counting,5,5,50,12,134,17.0,18.0,1,0.161349
counting,5,5,50,12,135,26.0,28.0,1,0.055528
counting,5,5,50,12,136,17.0,15.0,1,0.200031
counting,5,5,50,12,137,8.0,8.0,0,0.0
counting,5,5,50,12,138,12.0,21.0,1,0.25331
counting,5,5,50,12,139,19.0,22.0,1,0.274689
counting,5,5,50,12,140,18.0,18.0,1,0.200397
counting,5,5,50,12,141,15.0,10.0,1,0.125694
counting,5,5,50,12,142,0.0,0.0,1,0.107729
counting,5,5,50,12,143,22.0,17.0,1,0.213554
counting,5,5,50,12,144,13.0,12.0,1,0.081837
counting,5,5,50,12,145,19.0,34.0,1,0.249776
counting,5,5,50,12,146,23.0,34.0,1,0.28567
counting,5,5,50,12,147,31.0,31.0,1,0.185731
counting,5,5,50,12,148,26.0,27.0,1,0.175021
counting,5,5,50,12,149,23.0,23.0,1,0.197518
counting,5,5,50,12,150,13.0,6.0,1,0.058775
counting,5,5,50,12,151,23.0,23.0,1,0.107808
counting,5,5,50,12,152,25.0,12.0,1,0.093121
counting,5,5,50,12,153,17.0,9.0,1,0.130358
counting,5,5,50,12,154,16.0,15.0,1,0.294998
counting,5,5,50,12,155,21.0,13.0,1,0.109557
counting,5,5,50,12,156,21.0,21.0,1,0.186885
counting,5,5,50,12,157,16.0,16.0,1,0.046647
counting,5,5,50,12,158,26.0,27.0,0,0.0
counting,5,5,50,12,159,30.0,30.0,1,0.020566
counting,5,5,50,12,160,24.0,20.0,1,0.036976
counting,5,5,50,12,161,39.0,39.0,1,0.373498
counting,5,5,50,12,162,31.0,30.0,0,0.0
counting,5,5,50,12,163,19.0,21.0,1,0.023564
counting,5,5,50,12,164,23.0,27.0,1,0.183212
counting,5,5,50,12,165,29.0,29.0,1,0.053271
counting,5,5,50,12,166,33.0,34.0,1,0.023382
counting,5,5,50,12,167,21.0,30.0,1,0.196824
counting,5,5,50,12,168,9.0,6.0,0,0.0
counting,5,5,50,12,169,31.0,35.0,1,0.028136
counting,5,5,50,12,170,12.0,21.0,1,0.14524
counting,5,5,50,12,171,35.0,35.0,0,0.0
counting,5,5,50,12,172,9.0,0.0,1,0.099284
counting,5,5,50,12,173,18.0,18.0,1,0.181288
counting,5,5,50,12,174,46.0,44.0,1,0.462713
counting,5,5,50,12,175,9.0,16.0,1,0.074975
counting,5,5,50,12,176,31.0,21.0,0,0.0
counting,5,5,50,12,177,22.0,21.0,1,0.04453
counting,5,5,50,12,178,21.0,24.0,1,0.356462
counting,5,5,50,12,179,22.0,22.0,1,0.056005
counting,5,5,50,12,180,7.0,0.0,1,0.181573
counting,5,5,50,12,181,0.0,0.0,1,0.44805
counting,5,5,50,12,182,10.0,15.0,1,0.047429
counting,5,5,50,12,183,28.0,30.0,1,0.059865
counting,5,5,50,12,184,19.0,27.0,1,0.257982
counting,5,5,50,12,185,12.0,19.0,1,0.017785
counting,5,5,50,12,186,21.0,25.0,1,0.416111
counting,5,5,50,12,187,43.0,43.0,1,0.002023
counting,5,5,50,12,188,6.0,13.0,1,0.247521
counting,5,5,50,12,189,12.0,12.0,1,0.231443
counting,5,5,50,12,190,8.0,6.0,1,0.07601
counting,5,5,50,12,191,23.0,31.0,1,0.030587
counting,5,5,50,12,192,10.0,16.0,1,0.089333
counting,5,5,50,12,193,26.0,20.0,0,0.0
counting,5,5,50,12,194,19.0,21.0,1,0.26571
counting,5,5,50,12,195,28.0,28.0,1,0.106924
counting,5,5,50,12,196,8.0,10.0,1,0.14024
counting,5,5,50,12,197,27.0,21.0,1,0.188553
counting,5,5,50,12,198,19.0,13.0,1,0.214029
counting,5,5,50,12,199,9.0,10.0,1,0.126548
counting,5,5,50,12,200,27.0,17.0,1,0.056534
counting,5,5,50,12,201,18.0,20.0,1,0.362648
counting,5,5,50,12,202,12.0,12.0,0,0.0
counting,5,5,50,12,203,13.0,14.0,1,0.050904
counting,5,5,50,12,204,31.0,31.0,0,0.0
counting,5,5,50,12,205,18.0,17.0,1,0.284775
counting,5,5,50,12,206,20.0,14.0,1,0.367141
counting,5,5,50,12,207,19.0,0.0,1,0.073449
counting,5,5,50,12,208,8.0,10.0,1,0.01481
counting,5,5,50,12,209,8.0,6.0,1,0.353467
counting,5,5,50,12,210,16.0,10.0,1,0.169362
counting,5,5,50,12,211,27.0,23.0,1,0.183984
counting,5,5,50,12,212,31.0,32.0,1,0.26145
counting,5,5,50,12,213,16.0,12.0,1,0.092668
counting,5,5,50,12,214,20.0,20.0,1,0.287443
counting,5,5,50,12,215,19.0,21.0,1,0.059402
counting,5,5,50,12,216,22.0,20.0,1,0.18065
counting,5,5,50,12,217,8.0,0.0,1,0.027231
counting,5,5,50,12,218,25.0,11.0,1,0.18126
counting,5,5,50,12,219,21.0,23.0,1,0.059432
counting,5,5,50,12,220,19.0,21.0,1,0.107274
counting,5,5,50,12,221,27.0,23.0,0,0.0
counting,5,5,50,12,222,14.0,14.0,0,0.0
counting,5,5,50,12,223,12.0,15.0,1,0.060586
counting,5,5,50,12,224,14.0,15.0,1,0.144711
counting,5,5,50,12,225,14.0,15.0,1,0.148002
counting,5,5,50,12,226,22.0,18.0,1,0.074365
counting,5,5,50,12,227,22.0,24.0,1,0.05464
counting,5,5,50,12,228,29.0,29.0,1,0.113692
counting,5,5,50,12,229,0.0,10.0,1,0.071441
counting,5,5,50,12,230,28.0,23.0,1,0.060341
counting,5,5,50,12,231,11.0,12.0,1,0.103555
counting,5,5,50,12,232,29.0,25.0,1,0.198344
counting,5,5,50,12,233,11.0,11.0,1,0.087301
counting,5,5,50,12,234,14.0,12.0,1,0.458541
counting,5,5,50,12,235,29.0,30.0,0,0.0
counting,5,5,50,12,236,25.0,25.0,1,0.133849
counting,5,5,50,12,237,18.0,10.0,1,0.088827
counting,5,5,50,12,238,15.0,14.0,1,0.080567
counting,5,5,50,12,239,13.0,22.0,1,0.268999
counting,5,5,50,12,240,15.0,15.0,0,0.0
counting,5,5,50,12,241,19.0,29.0,1,0.139402
counting,5,5,50,12,242,16.0,9.0,0,0.0
counting,5,5,50,12,243,30.0,23.0,1,0.115968
counting,5,5,50,12,244,26.0,36.0,1,0.013466
counting,5,5,50,12,245,27.0,30.0,0,0.0
counting,5,5,50,12,246,30.0,26.0,1,0.306505
counting,5,5,50,12,247,35.0,24.0,0,0.0
counting,5,5,50,12,248,9.0,11.0,1,0.319389
counting,5,5,50,12,249,23.0,13.0,1,0.352299
counting,5,5,50,12,250,28.0,25.0,1,0.051056
counting,5,5,50,12,251,22.0,12.0,1,0.094527
counting,5,5,50,12,252,17.0,27.0,1,0.273425
counting,5,5,50,12,253,28.0,26.0,1,0.248947
counting,5,5,50,12,254,19.0,19.0,1,0.078161
counting,5,5,50,12,255,20.0,15.0,1,0.077588
counting,5,5,50,12,256,20.0,12.0,1,0.123952
counting,5,5,50,12,257,10.0,15.0,0,0.0
counting,5,5,50,12,258,13.0,20.0,1,0.042885
counting,5,5,50,12,259,18.0,13.0,1,0.027499
counting,5,5,50,12,260,28.0,14.0,1,0.029138
counting,5,5,50,12,261,21.0,23.0,1,0.093639
counting,5,5,50,12,262,19.0,11.0,1,0.197608
counting,5,5,50,12,263,0.0,0.0,1,0.205151
counting,5,5,50,12,264,17.0,25.0,1,0.046273
counting,5,5,50,12,265,14.0,19.0,1,0.019977
counting,5,5,50,12,266,25.0,31.0,1,0.115647
counting,5,5,50,12,267,20.0,22.0,1,0.103644
counting,5,5,50,12,268,31.0,35.0,1,0.302353
counting,5,5,50,12,269,30.0,31.0,1,0.253201
counting,5,5,50,12,270,36.0,37.0,1,0.140799
counting,5,5,50,12,271,27.0,27.0,1,0.292044
counting,5,5,50,12,272,22.0,24.0,1,0.238408
counting,5,5,50,12,273,12.0,23.0,1,0.538183
counting,5,5,50,12,274,11.0,7.0,1,0.140772
counting,5,5,50,12,275,16.0,8.0,1,0.065507
counting,5,5,50,12,276,32.0,32.0,1,0.025002
counting,5,5,50,12,277,24.0,28.0,1,0.344086
counting,5,5,50,12,278,23.0,19.0,1,0.267248
counting,5,5,50,12,279,23.0,18.0,1,0.340921
counting,5,5,50,12,280,32.0,34.0,1,0.289546
counting,5,5,50,12,281,27.0,27.0,1,0.062402
counting,5,5,50,12,282,17.0,19.0,1,0.089989
counting,5,5,50,12,283,17.0,12.0,1,0.025684
counting,5,5,50,12,284,19.0,12.0,1,0.337461
counting,5,5,50,12,285,21.0,27.0,1,0.254434
counting,5,5,50,12,286,37.0,32.0,1,0.183348
counting,5,5,50,12,287,34.0,34.0,1,0.320307
counting,5,5,50,12,288,15.0,18.0,1,0.175787
counting,5,5,50,12,289,31.0,31.0,1,0.262178
counting,5,5,50,12,290,27.0,21.0,1,0.084619
counting,5,5,50,12,291,18.0,13.0,1,0.169344
counting,5,5,50,12,292,8.0,8.0,1,0.393729
counting,5,5,50,12,293,11.0,11.0,1,0.13173
counting,5,5,50,12,294,16.0,11.0,1,0.190786
counting,5,5,50,12,295,21.0,22.0,1,0.24815
counting,5,5,50,12,296,36.0,33.0,1,0.358341
counting,5,5,50,12,297,20.0,23.0,1,0.040633
counting,5,5,50,12,298,23.0,23.0,1,0.09104
counting,5,5,50,12,299,30.0,28.0,1,0.151242
counting,5,5,50,12,300,0.0,12.0,1,0.126132
counting,5,5,50,12,301,16.0,8.0,1,0.056799
counting,5,5,50,12,302,26.0,26.0,1,0.218403
counting,5,5,50,12,303,22.0,21.0,1,0.018229
counting,5,5,50,12,304,9.0,26.0,1,0.056123
counting,5,5,50,12,305,8.0,15.0,1,0.239728
counting,5,5,50,12,306,19.0,21.0,1,0.040825
counting,5,5,50,12,307,17.0,18.0,1,0.010073
counting,5,5,50,12,308,13.0,0.0,1,0.095956
counting,5,5,50,12,309,36.0,39.0,1,0.124611
counting,5,5,50,12,310,14.0,15.0,1,0.064354
counting,5,5,50,12,311,14.0,9.0,0,0.0
counting,5,5,50,12,312,23.0,26.0,1,0.007087
counting,5,5,50,12,313,30.0,15.0,1,0.081803
counting,5,5,50,12,314,20.0,21.0,1,0.118417
counting,5,5,50,12,315,31.0,29.0,1,0.024405
counting,5,5,50,12,316,32.0,30.0,1,0.082266
counting,5,5,50,12,317,21.0,25.0,1,0.147405
counting,5,5,50,12,318,20.0,21.0,1,0.115889
counting,5,5,50,12,319,24.0,25.0,1,0.138383
counting,5,5,50,12,320,0.0,12.0,1,0.110228
counting,5,5,50,12,321,15.0,0.0,1,0.167665
counting,5,5,50,12,322,20.0,22.0,1,0.347961
counting,5,5,50,12,323,17.0,19.0,1,0.464948
counting,5,5,50,12,324,11.0,10.0,0,0.0
counting,5,5,50,12,325,16.0,18.0,1,0.097124
counting,5,5,50,12,326,27.0,27.0,1,0.074951
counting,5,5,50,12,327,12.0,0.0,1,0.209978
counting,5,5,50,12,328,26.0,27.0,0,0.0
counting,5,5,50,12,329,21.0,23.0,1,0.272044
counting,5,5,50,12,330,31.0,31.0,1,0.179201
counting,5,5,50,12,331,16.0,11.0,1,0.154084
counting,5,5,50,12,332,17.0,23.0,1,0.165046
counting,5,5,50,12,333,28.0,28.0,1,0.095025
counting,5,5,50,12,334,26.0,23.0,1,0.111463
counting,5,5,50,12,335,33.0,33.0,1,0.210987
counting,5,5,50,12,336,22.0,24.0,1,0.212242
counting,5,5,50,12,337,17.0,18.0,1,0.040302
counting,5,5,50,12,338,20.0,23.0,1,0.60978
counting,5,5,50,12,339,14.0,10.0,1,0.172503
counting,5,5,50,12,340,19.0,19.0,1,0.364317
counting,5,5,50,12,341,32.0,25.0,1,0.252403
counting,5,5,50,12,342,29.0,33.0,1,0.088747
counting,5,5,50,12,343,30.0,34.0,1,0.025761
counting,5,5,50,12,344,40.0,39.0,1,0.128711
counting,5,5,50,12,345,30.0,32.0,1,0.023028
counting,5,5,50,12,346,0.0,13.0,1,0.201579
counting,5,5,50,12,347,16.0,0.0,1,0.081586
counting,5,5,50,12,348,26.0,29.0,1,0.150984
counting,5,5,50,12,349,11.0,13.0,1,0.066587
counting,5,5,50,12,350,25.0,18.0,1,0.242696
counting,5,5,50,12,351,19.0,24.0,1,0.323658
counting,5,5,50,12,352,11.0,19.0,1,0.267334
counting,5,5,50,12,353,10.0,7.0,1,0.140236
counting,5,5,50,12,354,19.0,26.0,1,0.005153
counting,5,5,50,12,355,30.0,27.0,1,0.226706
counting,5,5,50,12,356,25.0,29.0,1,0.344832
counting,5,5,50,12,357,35.0,38.0,0,0.0
counting,5,5,50,12,358,19.0,18.0,1,0.090184
counting,5,5,50,12,359,9.0,20.0,1,0.005187
counting,5,5,50,12,360,27.0,19.0,1,0.214888
counting,5,5,50,12,361,29.0,34.0,1,0.287604
counting,5,5,50,12,362,14.0,17.0,1,0.158295
counting,5,5,50,12,363,22.0,31.0,1,0.210388
counting,5,5,50,12,364,16.0,21.0,1,0.038815
counting,5,5,50,12,365,36.0,36.0,1,0.054051
counting,5,5,50,12,366,9.0,10.0,1,0.012918
counting,5,5,50,12,367,21.0,25.0,1,0.072802
counting,5,5,50,12,368,35.0,38.0,1,0.337748
counting,5,5,50,12,369,20.0,20.0,1,0.204538
counting,5,5,50,12,370,26.0,28.0,1,0.151671
counting,5,5,50,12,371,18.0,18.0,1,0.037971
counting,5,5,50,12,372,37.0,39.0,1,0.338547
counting,5,5,50,12,373,26.0,28.0,1,0.141969
counting,5,5,50,12,374,30.0,26.0,1,0.200908
counting,5,5,50,12,375,11.0,21.0,1,0.281328
counting,5,5,50,12,376,22.0,14.0,1,0.012358
counting,5,5,50,12,377,29.0,29.0,1,0.211093
counting,5,5,50,12,378,21.0,21.0,1,0.248455
counting,5,5,50,12,379,17.0,14.0,1,0.134091
counting,5,5,50,12,380,26.0,28.0,1,0.175684
counting,5,5,50,12,381,22.0,24.0,1,0.396318
counting,5,5,50,12,382,35.0,35.0,1,0.327915
counting,5,5,50,12,383,24.0,22.0,1,0.362873
counting,5,5,50,12,384,23.0,20.0,1,0.216845
counting,5,5,50,12,385,37.0,15.0,1,0.29189
counting,5,5,50,12,386,26.0,14.0,1,0.236507
counting,5,5,50,12,387,33.0,28.0,1,0.423979
counting,5,5,50,12,388,15.0,13.0,1,0.030604
counting,5,5,50,12,389,10.0,12.0,1,0.090028
counting,5,5,50,12,390,37.0,39.0,1,0.255203
counting,5,5,50,12,391,12.0,13.0,1,0.215304
counting,5,5,50,12,392,16.0,0.0,1,0.140248
counting,5,5,50,12,393,16.0,18.0,1,0.061739
counting,5,5,50,12,394,11.0,17.0,1,0.15458
counting,5,5,50,12,395,28.0,31.0,1,0.092706
counting,5,5,50,12,396,34.0,34.0,1,0.107385
counting,5,5,50,12,397,18.0,13.0,1,0.135428
counting,5,5,50,12,398,18.0,20.0,1,0.004355
counting,5,5,50,12,399,0.0,0.0,1,0.255706
counting,5,5,50,12,400,16.0,18.0,1,0.180436
counting,5,5,50,12,401,28.0,22.0,1,0.162121
counting,5,5,50,12,402,26.0,24.0,1,0.094788
counting,5,5,50,12,403,8.0,12.0,1,0.339335
counting,5,5,50,12,404,13.0,14.0,0,0.0
counting,5,5,50,12,405,25.0,27.0,1,0.192105
counting,5,5,50,12,406,29.0,25.0,1,0.036267
counting,5,5,50,12,407,31.0,33.0,1,0.104722
counting,5,5,50,12,408,24.0,21.0,1,0.171199
counting,5,5,50,12,409,28.0,22.0,1,0.113916
counting,5,5,50,12,410,27.0,28.0,1,0.349776
counting,5,5,50,12,411,20.0,14.0,1,0.164083
counting,5,5,50,12,412,19.0,26.0,1,0.071635
counting,5,5,50,12,413,18.0,0.0,1,0.03812
counting,5,5,50,12,414,18.0,21.0,0,0.0
counting,5,5,50,12,415,20.0,21.0,1,0.045703
counting,5,5,50,12,416,19.0,22.0,1,0.068607
counting,5,5,50,12,417,18.0,21.0,1,0.090705
counting,5,5,50,12,418,35.0,37.0,1,0.176974
counting,5,5,50,12,419,23.0,23.0,1,0.190604
counting,5,5,50,12,420,11.0,11.0,1,0.368287
counting,5,5,50,12,421,23.0,22.0,1,0.303962
counting,5,5,50,12,422,10.0,22.0,1,0.12344
counting,5,5,50,12,423,14.0,13.0,1,0.109283
counting,5,5,50,12,424,8.0,8.0,1,0.09756
counting,5,5,50,12,425,20.0,26.0,1,0.01983
counting,5,5,50,12,426,21.0,21.0,1,0.148181
counting,5,5,50,12,427,25.0,25.0,1,0.251204
counting,5,5,50,12,428,8.0,0.0,1,0.205857
counting,5,5,50,12,429,26.0,35.0,1,0.139816
counting,5,5,50,12,430,26.0,32.0,1,0.127649
counting,5,5,50,12,431,21.0,19.0,1,0.47874
counting,5,5,50,12,432,28.0,28.0,1,0.026409
counting,5,5,50,12,433,23.0,23.0,1,0.017829
counting,5,5,50,12,434,21.0,30.0,1,0.063388
counting,5,5,50,12,435,21.0,20.0,1,0.136459
counting,5,5,50,12,436,24.0,25.0,1,0.219106
counting,5,5,50,12,437,18.0,18.0,1,0.135129
counting,5,5,50,12,438,11.0,13.0,1,0.162398
counting,5,5,50,12,439,7.0,0.0,1,0.051162
counting,5,5,50,12,440,8.0,10.0,1,0.177572
counting,5,5,50,12,441,26.0,30.0,1,0.142978
counting,5,5,50,12,442,8.0,9.0,1,0.248653
counting,5,5,50,12,443,22.0,24.0,1,0.111464
counting,5,5,50,12,444,47.0,50.0,1,0.237589
counting,5,5,50,12,445,13.0,19.0,1,0.10614
counting,5,5,50,12,446,28.0,30.0,1,0.042223
counting,5,5,50,12,447,21.0,13.0,1,0.041693
counting,5,5,50,12,448,10.0,10.0,1,0.115976
counting,5,5,50,12,449,28.0,21.0,1,0.054221
counting,5,5,50,12,450,31.0,33.0,1,0.079166
counting,5,5,50,12,451,18.0,20.0,1,0.108739
counting,5,5,50,12,452,25.0,22.0,1,0.098029
counting,5,5,50,12,453,29.0,25.0,0,0.0
counting,5,5,50,12,454,29.0,24.0,1,0.167414
counting,5,5,50,12,455,33.0,33.0,1,0.100316
counting,5,5,50,12,456,15.0,23.0,1,0.041684
counting,5,5,50,12,457,26.0,9.0,1,0.264434
counting,5,5,50,12,458,11.0,20.0,1,0.06306
counting,5,5,50,12,459,24.0,25.0,1,0.443268
counting,5,5,50,12,460,37.0,40.0,1,0.307795
counting,5,5,50,12,461,33.0,34.0,1,0.121063
counting,5,5,50,12,462,32.0,22.0,1,0.014313
counting,5,5,50,12,463,30.0,31.0,1,0.054086
counting,5,5,50,12,464,16.0,15.0,1,0.020849
counting,5,5,50,12,465,17.0,16.0,1,0.037893
counting,5,5,50,12,466,26.0,27.0,1,0.044807
counting,5,5,50,12,467,12.0,22.0,1,0.061995
counting,5,5,50,12,468,18.0,18.0,1,0.482773
counting,5,5,50,12,469,24.0,13.0,1,0.163424
counting,5,5,50,12,470,32.0,23.0,1,0.194679
counting,5,5,50,12,471,36.0,37.0,1,0.020614
counting,5,5,50,12,472,27.0,29.0,1,0.301244
counting,5,5,50,12,473,0.0,18.0,1,0.304219
counting,5,5,50,12,474,18.0,17.0,1,0.256245
counting,5,5,50,12,475,27.0,33.0,1,0.086448
counting,5,5,50,12,476,21.0,21.0,1,0.065082
counting,5,5,50,12,477,22.0,13.0,1,0.011651
counting,5,5,50,12,478,14.0,23.0,1,0.116066
counting,5,5,50,12,479,12.0,13.0,1,0.064343
counting,5,5,50,12,480,21.0,24.0,1,0.074815
counting,5,5,50,12,481,17.0,13.0,1,0.214857
counting,5,5,50,12,482,25.0,19.0,1,0.225519
counting,5,5,50,12,483,28.0,31.0,1,0.001053
counting,5,5,50,12,484,17.0,21.0,1,0.254109
counting,5,5,50,12,485,20.0,21.0,1,0.094633
counting,5,5,50,12,486,22.0,15.0,1,0.030884
counting,5,5,50,12,487,23.0,19.0,0,0.0
counting,5,5,50,12,488,33.0,35.0,1,0.317299
counting,5,5,50,12,489,13.0,15.0,1,0.222713
counting,5,5,50,12,490,19.0,20.0,1,0.016507
counting,5,5,50,12,491,46.0,46.0,1,0.20005
counting,5,5,50,12,492,12.0,14.0,1,0.044103
counting,5,5,50,12,493,25.0,19.0,1,0.000122
counting,5,5,50,12,494,23.0,22.0,1,0.007805
counting,5,5,50,12,495,23.0,29.0,1,0.209146
counting,5,5,50,12,496,20.0,14.0,1,0.445324
counting,5,5,50,12,497,33.0,36.0,1,0.061424
counting,5,5,50,12,498,13.0,22.0,1,0.123897
counting,5,5,50,12,499,10.0,13.0,1,0.422386
counting,5,5,50,12,500,28.0,23.0,1,0.20611
counting,5,5,50,12,501,19.0,19.0,1,0.091669
counting,5,5,50,12,502,29.0,32.0,1,0.295746
counting,5,5,50,12,503,16.0,16.0,1,0.349313
